0	0
0.191713	0.125557
0.383426	0.426058
0.57514	-0.198511
0.766853	0.840847
0.958566	-0.94862
1.15028	-0.164976
1.34199	0.776141
1.53371	-0.13937
1.72542	0.765744
1.91713	0.0171329
2.10884	0.828558
2.30056	0.0694699
2.49227	0.842021
2.68398	0.121071
2.8757	0.852941
3.06741	0.158855
3.25912	0.857935
3.45084	0.178542
3.64255	0.859227
3.83426	0.185356
4.02598	0.859429
4.21769	0.187454
4.4094	0.859459
4.60112	0.188257
4.79283	0.859467
4.98454	0.18861
5.17626	0.859469
5.36797	0.188772
5.55968	0.85947
5.7514	0.188847
5.94311	0.859471
6.13482	0.188881
6.32653	0.859471
6.51825	0.188897
6.70996	0.859471
6.90167	0.188905
7.09339	0.859471
7.2851	0.188908
7.47681	0.859471
7.66853	0.18891
7.86024	0.859471
8.05195	0.188911
8.24367	0.859471
8.43538	0.188911
8.62709	0.859471
8.81881	0.188911
9.01052	0.859471
9.20223	0.188911
9.39395	0.859471
9.58566	0.188911
9.77737	0.859471
9.96908	0.188911
10.1608	0.859471
10.3525	0.188911
10.5442	0.859471
10.7359	0.188911
10.9277	0.859471
11.1194	0.188911
11.3111	0.859471
11.5028	0.188911
11.6945	0.859471
11.8862	0.188911
12.0779	0.859471
12.2696	0.188911
12.4614	0.859471
12.6531	0.188911
12.8448	0.859471
13.0365	0.188911
13.2282	0.859471
13.4199	0.188911
13.6116	0.859471
13.8033	0.188911
13.9951	0.859471
14.1868	0.188911
14.3785	0.859471
14.5702	0.188911
14.7619	0.859471
14.9536	0.188911
15.1453	0.859471
15.3371	0.188911
15.5288	0.859471
15.7205	0.188911
15.9122	0.859471
16.1039	0.188911
16.2956	0.859471
16.4873	0.188911
16.679	0.859471
16.8708	0.188911
17.0625	0.859471
17.2542	0.188911
17.4459	0.859471
17.6376	0.188911
17.8293	0.859471
18.021	0.188911
18.2128	0.859471
18.4045	0.188911
18.5962	0.859471
18.7879	0.188911
18.9796	0.859471
19.1713	0.188911
19.363	0.859471
19.5547	0.188911
19.7465	0.859471
19.9382	0.188911
